image,category,x1,y1,x2,y2
1c564ec4-88bca967,person,384.113138,202.238736,423.306691,293.16778
1c564ec4-88bca967,person,393.519591,200.670993,429.57766,304.141974
1c564ec4-88bca967,person,428.009917,203.806478,473.474439,308.845201
1c564ec4-88bca967,person,616.138976,235.161322,622.409944,260.245195
1c564ec4-88bca967,person,671.009949,238.296806,677.280918,269.651648
1c564ec4-88bca967,person,683.551888,241.432288,694.526083,266.516162
1c564ec4-88bca967,person,692.958341,238.296806,700.797051,280.625844
1c564ec4-88bca967,person,703.932535,241.432288,716.474472,285.329069
1c564ec4-88bca967,person,725.880923,238.296806,744.693829,288.464553
1c564ec4-88bca967,person,744.693829,243.00003,760.371251,285.329069
1c564ec4-88bca967,person,787.022869,241.432288,807.403515,294.735522
1c564ec4-88bca967,person,757.235766,230.458093,779.184155,297.871006
1c564ec4-88bca967,person,622.409942,219.483899,674.145432,326.090366
1c56c68b-9a892f93,person,1142.929445,291.855194,1179.666463,397.474121
1c8e19b3-df064cca,person,985.602594,461.100629,1021.568444,554.242956
1c8e19b3-df064cca,person,944.103537,450.956415,992.058003,551.476352
1ca121bd-1ee00d2c,person,834.747455,274.50589,904.621682,476.642045
1caa4bb9-b6ae8aab,person,451.818686,396.887801,469.790962,440.320805
1cae2a5c-b1ed40b3,person,943.543879,449.212186,970.54386,509.962143
1cae2a5c-b1ed40b3,person,744.419015,444.149691,757.919006,476.212168
1cae2a5c-b1ed40b3,person,708.981539,445.837188,720.794032,472.837171
1cae2a5c-b1ed40b3,person,692.106549,445.837188,703.919042,466.087176
1cae2a5c-b1ed40b3,person,329.2943,401.962219,357.98178,503.212149
1cae2a5c-b1ed40b3,person,1157.85623,462.712177,1176.418718,489.712158
1cae4ea9-d3a38626,person,923.590978,330.989449,946.056325,389.399353
1ccae3fe-0c2b4fd7,person,333.543783,287.537751,347.492423,325.712975
1d0491dd-ada43ead,person,1003.829241,335.425868,1024.704416,408.973952
1d0491dd-ada43ead,person,1072.383432,335.425868,1098.091256,411.325154
1d0491dd-ada43ead,person,813.672968,335.425868,829.587334,383.168967
1d092676-80e526d2,person,147.94164,301.44011,200.387725,422.066106
1d0bb137-2869a5cb,person,1180.304045,419.955477,1203.477555,507.499846
1d0bb137-2869a5cb,person,1146.831199,412.230975,1185.453714,533.248189
1d0bb137-2869a5cb,person,1108.208685,418.668061,1133.957028,484.326337
1d0bb137-2869a5cb,person,1090.184845,423.817728,1104.346432,466.302494
1d0bb137-2869a5cb,person,1047.700077,422.530312,1072.161004,481.751499
1d0bb137-2869a5cb,person,1015.514648,422.530312,1037.40074,481.751499
1d0bb137-2869a5cb,person,969.167629,425.105146,991.053723,476.601833
1d0bb137-2869a5cb,person,853.300085,419.955477,879.048428,476.601833
1d0bb137-2869a5cb,person,879.04843,425.105146,893.210016,468.877331
1d0bb137-2869a5cb,person,916.383525,417.380642,930.545114,453.428323
1d0bb137-2869a5cb,person,943.419288,414.805809,958.868294,450.853488
1d0bb137-2869a5cb,person,1003.927893,418.668061,1021.951734,474.026998
1d0bb137-2869a5cb,person,984.616637,417.380642,1000.065644,465.015078
1d0bb137-2869a5cb,person,1070.873588,419.955477,1087.610011,471.452164
1d0bb137-2869a5cb,person,270.100107,412.230975,303.572953,466.302496
1d0bb137-2869a5cb,person,205.729248,410.943557,217.316003,436.6919
1d0bb137-2869a5cb,person,170.968985,412.230975,195.429912,434.117067
1d0bb137-2869a5cb,person,155.519979,409.65614,170.968985,459.865408
1d288c57-7db44b8f,person,559.099372,294.893111,589.586634,412.15179
1d288c57-7db44b8f,person,386.953648,200.088215,573.569593,609.246171
1d288c57-7db44b8f,person,908.879525,288.905433,959.774784,382.712376
1d288c57-7db44b8f,person,993.704956,285.911594,1015.659772,303.874623
1d288c57-7db44b8f,person,1025.639234,269.944455,1077.532442,458.556294
1d288c57-7db44b8f,person,1088.509847,271.940348,1143.39689,343.792472
1d288c57-7db44b8f,person,1194.292147,275.93213,1251.175081,389.697999
1d288c57-7db44b8f,person,953.787104,268.946509,1067.552975,466.539858
1d288c57-7db44b8f,person,0.798359,212.16337,115.562178,602.360346
1d2aa6fd-bfb886a5,person,57.396686,150.978239,227.091236,576.462368
1d2aa6fd-bfb886a5,person,74.865243,229.586744,190.906369,561.489319
1d2aa6fd-bfb886a5,person,293.2222,157.217009,408.015571,565.232582
1d2aa6fd-bfb886a5,person,411.758834,187.163106,559.233134,551.039242
1d315fc6-365968a8,person,360.129786,250.430058,374.11541,281.897709
1d315fc6-365968a8,person,344.395961,246.933652,354.885178,276.653101
1d315fc6-365968a8,person,333.906744,248.681855,346.144164,280.149506
1d315fc6-365968a8,person,326.913932,246.933652,337.403152,283.645912
1d315fc6-365968a8,person,311.180107,243.437247,332.158541,294.135129
1d315fc6-365968a8,person,302.439093,243.437247,316.424717,292.386926
1d315fc6-365968a8,person,293.698078,245.185449,305.9355,288.890521
1d315fc6-365968a8,person,283.208862,241.689043,300.69089,292.386926
1d315fc6-365968a8,person,272.719642,239.940841,286.705267,292.386926
1d315fc6-365968a8,person,263.97863,241.689043,274.467847,283.645911
1d315fc6-365968a8,person,251.74121,239.940841,265.726833,292.386926
1d315fc6-365968a8,person,243.000196,236.444435,256.985819,285.394116
1d315fc6-365968a8,person,227.266371,238.192638,244.748399,287.142319
1d315fc6-365968a8,person,201.043328,241.689043,222.021763,283.645911
1d315fc6-365968a8,person,166.07927,241.689043,190.554109,288.890522
1d315fc6-365968a8,person,145.100836,236.444435,171.323881,287.142318
1d315fc6-365968a8,person,113.633185,232.948029,136.359822,285.394113
1d315fc6-365968a8,person,78.669128,229.451625,104.892173,287.142319
1d315fc6-365968a8,person,40.208664,224.207015,68.17991,297.631534
1d315fc6-365968a8,person,15.733827,225.955218,43.705072,301.12794
1d315fc6-365968a8,person,26.223044,276.653101,41.956869,299.379738
1d315fc6-365968a8,person,694.03653,252.17826,704.52575,267.912087
1d315fc6-365968a8,person,702.777545,252.17826,715.014967,287.142319
1d315fc6-365968a8,person,711.518559,253.926464,722.007776,281.897709
1d315fc6-365968a8,person,716.763168,250.430058,729.000588,283.645912
1d315fc6-365968a8,person,729.000586,252.17826,742.98621,287.142319
1d315fc6-365968a8,person,739.489805,250.430058,756.971833,297.631537
1d315fc6-365968a8,person,802.425107,246.933652,816.410732,283.645912
1d315fc6-365968a8,person,811.166121,246.933652,823.403541,264.415681
1d315fc6-365968a8,person,879.346032,245.185449,891.583454,260.919275
1d315fc6-365968a8,person,886.338843,243.437247,902.072668,260.919275
1d315fc6-365968a8,person,898.576263,239.940841,921.302901,259.171072
1d315fc6-365968a8,person,916.058293,239.940841,937.036725,262.66748
1d315fc6-365968a8,person,937.036725,243.437247,952.770553,267.912086
1d315fc6-365968a8,person,958.015159,241.689043,972.000784,276.653102
1d315fc6-365968a8,person,972.000784,245.185449,991.231014,269.660289
1d37eab5-5ffb7434,person,285.735676,247.0553,299.460971,265.771611
1d37eab5-5ffb7434,person,967.009383,197.14514,990.716709,265.771614
1d37eab5-5ffb7434,person,1034.388101,169.69455,1098.023558,279.496905
1d37eab5-5ffb7434,person,996.95548,183.419844,1035.635854,272.01038
1d37eab5-5ffb7434,person,868.436815,228.33899,878.418846,254.541824
1d3c9b96-b241f6c0,person,732.648213,347.149541,759.369867,405.046458
1d3c9b96-b241f6c0,person,653.96779,347.149541,677.720372,387.232023
1d3c9b96-b241f6c0,person,668.813153,341.211395,685.143054,378.324804
1d3c9b96-b241f6c0,person,713.715312,348.123378,727.440606,379.317229
1d3f777c-0894e1b2,person,1252.805839,299.691907,1279.028882,406.332281
1d646e0d-8115ba2f,person,1081.120044,436.310235,1109.074021,534.548496
1d80128f-d295dcf5,person,732.934044,337.403151,743.423261,358.381582
1d80128f-d295dcf5,person,745.171466,338.27725,753.912479,357.507481
1d80128f-d295dcf5,person,752.164276,340.025455,762.653492,359.255686
1d80128f-d295dcf5,person,783.631926,338.27725,795.869346,367.996698
1d80128f-d295dcf5,person,794.121144,337.403151,809.854972,368.8708
1d80128f-d295dcf5,person,836.078012,333.906743,857.056445,384.604625
1d81a9da-2a158e21,person,903.373927,258.285087,962.018366,355.609901
1d93f1a3-e707b43a,person,865.941306,380.564983,878.418845,400.529048
1d93f1a3-e707b43a,person,889.648632,383.060492,902.126174,424.236375
1d93f1a3-e707b43a,person,1150.429228,380.564983,1180.375324,461.668996
1d93f1a3-e707b43a,person,456.67798,386.803753,469.15552,411.758834
1db3abed-08b8ec95,person,304.373599,389.199028,321.338685,448.077856
1db78244-fbe04625,person,534.050287,344.785215,548.721998,370.460709
1db78244-fbe04625,person,47.683061,331.947468,80.694413,416.309809
1db78244-fbe04625,person,82.528376,333.781431,121.041619,418.143772
1db91b25-a34b42fd,person,360.600918,318.177281,388.051507,410.51108
1db91b25-a34b42fd,person,389.299261,319.425035,422.988619,414.254342
1db91b25-a34b42fd,person,381.812737,323.168297,405.520064,411.758833
1db91b25-a34b42fd,person,436.713915,316.929527,459.173487,380.564983
1db91b25-a34b42fd,person,460.421242,314.434019,481.63306,380.564983
1db91b25-a34b42fd,person,477.889798,309.443003,500.349371,376.821721
1db91b25-a34b42fd,person,436.713915,315.681773,454.182471,374.326213
1db91b25-a34b42fd,person,501.597125,308.195249,525.304452,371.830705
1db91b25-a34b42fd,person,517.817929,316.929527,537.781992,374.326213
1db91b25-a34b42fd,person,894.639649,309.443003,925.8335,378.069475
1db91b25-a34b42fd,person,927.081254,314.434019,953.284089,380.564983
1db91b25-a34b42fd,person,860.950289,318.177281,872.180076,356.857655
1db91b25-a34b42fd,person,885.90537,315.681773,900.878419,359.353163
1db91b25-a34b42fd,person,1209.073667,315.681773,1239.019764,406.767817
1db91b25-a34b42fd,person,1240.267519,321.920543,1262.727091,405.520064
1dc40a8d-44cca20b,person,387.577697,337.449361,405.917336,364.958819
1dc40a8d-44cca20b,person,372.905986,334.392744,391.245625,375.962601
1dc40a8d-44cca20b,person,323.38896,344.17389,339.894636,391.856952
1dc40a8d-44cca20b,person,354.566347,344.17389,367.404094,375.351277
1dc40a8d-44cca20b,person,299.54743,335.00407,332.55878,426.702266
1dc40a8d-44cca20b,person,173.00392,327.668215,224.354909,445.041905
1dc40a8d-44cca20b,person,70.301941,314.830467,145.494462,450.543796
1dcb5d5a-cf3a2b2b,person,278.762515,309.939901,293.434226,342.951251
1dcb5d5a-cf3a2b2b,person,835.920784,344.785215,846.924567,385.132421
1dcb5d5a-cf3a2b2b,person,845.090603,348.453143,861.596279,386.966385
1dcb5d5a-cf3a2b2b,person,815.747181,350.287107,834.08682,381.464495
1dcb5d5a-cf3a2b2b,person,91.698196,305.171598,115.539726,367.526369
1dcb5d5a-cf3a2b2b,person,52.231762,307.005561,81.61213,407.652607
1dcb5d5a-cf3a2b2b,person,0.0,314.341416,29.343423,351.020694
1dcb5d5a-cf3a2b2b,person,23.841531,310.673487,45.849098,356.522585
1dcb5d5a-cf3a2b2b,person,794.086055,346.851561,812.448786,378.680293
1dcb5d5a-cf3a2b2b,person,781.844235,340.730651,796.534419,372.559383
1dcb5d5a-cf3a2b2b,person,758.584777,343.179015,769.602415,371.335201
1e141454-0c5a08ab,person,0.0,328.580781,28.735202,383.55247
1e141454-0c5a08ab,person,277.357161,352.318556,298.596224,419.783811
1e141454-0c5a08ab,person,202.395767,348.570485,222.385472,369.809548
1e141454-0c5a08ab,person,767.104941,402.292819,787.094646,427.279951
1e141454-0c5a08ab,person,787.094646,397.295393,797.089499,428.529307
1e141454-0c5a08ab,person,819.577917,402.292819,827.074058,426.030594
1e141454-0c5a08ab,person,835.819554,403.542176,849.562476,429.778664
1e141454-0c5a08ab,person,922.025157,398.54475,937.017436,432.277378
1e141454-0c5a08ab,person,884.544459,402.292819,900.786094,432.277378
1e141454-0c5a08ab,person,1014.477543,394.79668,1033.217892,446.0203
1e141454-0c5a08ab,person,981.994272,392.297968,991.989125,402.292819
1e141454-0c5a08ab,person,1026.97111,392.297968,1040.714033,454.765797
1e141454-0c5a08ab,person,1046.960814,397.295393,1061.953094,417.285098
1e141454-0c5a08ab,person,1099.433793,398.54475,1111.927356,432.277378
1e141454-0c5a08ab,person,743.367165,396.046036,752.112661,417.285098
1e141454-0c5a08ab,person,1269.399031,402.824369,1280.0,453.497323
1e1cf714-a3301d1e,person,800.522271,416.57134,816.391655,452.277455
1e1cf714-a3301d1e,person,813.74676,413.485623,828.293695,449.191738
1e1cf714-a3301d1e,person,559.836609,418.334606,569.09375,439.493788
1e1cf714-a3301d1e,person,579.673339,418.334606,588.930481,439.493788
1e1cf714-a3301d1e,person,569.09375,417.01216,577.028442,440.816235
1e1cf714-a3301d1e,person,383.4638,423.106171,396.804985,455.506193
1e1cf714-a3301d1e,person,400.997938,434.541473,410.527356,451.694426
1e394e30-732840f7,person,86.382373,327.994069,138.801516,434.330046
1e54b71a-29ab7a37,person,248.262268,250.293674,263.617707,299.431082
1e54b71a-29ab7a37,person,202.195947,230.3316,254.404443,365.459472
1e54b71a-29ab7a37,person,146.916364,261.042481,168.413981,319.393153
1e54b71a-29ab7a37,person,126.954291,256.435849,143.845277,288.682273
1e54b71a-29ab7a37,person,111.598851,253.364761,126.954291,294.824449
1e54b71a-29ab7a37,person,166.878436,239.544865,202.195947,390.028176
1e54b71a-29ab7a37,person,54.783723,233.40269,113.134396,380.814913
1e54b71a-29ab7a37,person,30.215021,245.687042,51.712638,314.786521
1e54b71a-29ab7a37,person,771.882773,267.184656,788.773759,313.250977
1e54b71a-29ab7a37,person,1231.01043,268.720201,1261.721311,340.890768
1e54b71a-29ab7a37,person,1215.654991,279.469008,1240.223695,353.17512
1e81bfcf-7749d9ca,person,875.923338,356.857656,895.887403,383.060491
1eb4f683-14d77823,person,510.308121,243.734125,519.117788,264.290014
1eb4f683-14d77823,person,498.561897,242.755272,510.308121,271.141978
1ecd8829-f3779856,person,1153.158277,306.68472,1186.374132,378.361036
1ecd8829-f3779856,person,1128.683438,304.936516,1144.417262,348.641587
1ed753e0-dc053616,person,164.94548,257.663302,189.277502,319.133675
1ed753e0-dc053616,person,376.249881,251.26014,386.494943,284.556591
1ed753e0-dc053616,person,354.479125,247.418242,364.724187,281.995324
1ed753e0-dc053616,person,345.514697,251.26014,354.479126,280.714693
1ed753e0-dc053616,person,335.269634,247.418242,348.075963,279.43406
1ed753e0-dc053616,person,321.182675,252.540773,339.111534,305.046715
1ed753e0-dc053616,person,392.898105,248.698873,405.704436,267.908364
1ed753e0-dc053616,person,764.281601,246.137609,774.526663,279.43406
1ed753e0-dc053616,person,793.356481,252.540773,805.261849,276.872793
1ed753e0-dc053616,person,805.261848,247.418242,816.787542,283.275957
1ed753e0-dc053616,person,875.696648,253.821404,887.222343,291.2623
1ed753e0-dc053616,person,862.890321,242.295711,875.69665,284.556591
1ed753e0-dc053616,person,921.799427,257.663302,933.325122,288.398488
1ed753e0-dc053616,person,1220.186855,229.489381,1247.080143,265.347098
1edd9c50-bc27fa60,person,364.132909,198.804826,380.283965,256.067662
1edd9c50-bc27fa60,person,346.513578,192.931711,364.132913,256.067657
1edd9c50-bc27fa60,person,299.528684,188.526879,331.830798,260.472493
1edd9c50-bc27fa60,person,264.290014,172.375821,296.592128,264.877328
1edd9c50-bc27fa60,person,249.607236,167.970989,271.631404,260.47249
1edd9c50-bc27fa60,person,143.891231,151.81993,185.00301,254.599382
1edd9c50-bc27fa60,person,114.525673,140.073711,145.469357,254.599385
1edd9c50-bc27fa60,person,706.828952,242.853173,733.257956,317.735344
1edd9c50-bc27fa60,person,727.346786,259.004225,775.838013,329.289726
1edd9c50-bc27fa60,person,772.901456,250.194562,816.949793,354.442286
1edd9c50-bc27fa60,person,561.763116,242.853164,577.914172,294.242887
1edfce9c-46dd3483,person,1012.963184,394.634808,1125.057896,684.852626
1edfce9c-46dd3483,person,1164.606226,403.649717,1279.356148,705.71201
1ef18034-ecd6d59a,person,787.832286,415.248891,842.052682,564.685594
1ef18034-ecd6d59a,person,700.657379,465.295309,713.881865,490.421834
1ef18034-ecd6d59a,person,1012.334479,394.089713,1022.914069,429.795828
1ef18034-ecd6d59a,person,1026.881414,392.767264,1046.718144,425.828481
1ef90f89-d90c53fe,person,412.701098,338.898432,445.360897,426.486076
1f096f2c-cc26ddb0,person,113.545617,233.330006,172.190057,363.096428
1f096f2c-cc26ddb0,person,646.336594,268.267119,666.300659,336.893596
1f096f2c-cc26ddb0,person,671.291676,265.771611,694.999001,336.893592
1f096f2c-cc26ddb0,person,701.237773,272.010381,721.201838,333.150328
1f096f2c-cc26ddb0,person,721.201837,258.285087,747.404672,340.636854
1f096f2c-cc26ddb0,person,751.147934,243.312038,781.094029,366.839689
1f096f2c-cc26ddb0,person,774.855262,259.532841,802.305847,340.636854
1f096f2c-cc26ddb0,person,822.269914,237.073268,863.445797,376.821721
1f096f2c-cc26ddb0,person,1075.563986,227.091236,1134.208426,385.556
1f096f2c-cc26ddb0,person,1125.474147,223.347974,1215.312436,422.988619
1f225b07-91132e43,person,810.899886,332.99996,892.918912,602.774579
1f225b07-a5d1fa2a,person,863.864625,377.025161,883.307655,441.430198
1f225b07-a5d1fa2a,person,973.231669,368.518835,1015.763299,475.455501
1f225b07-a5d1fa2a,person,831.004192,364.34418,858.454781,431.722899
1f27505c-4b0b2fc2,person,1186.38888,280.930496,1219.669846,360.217499
1f388c69-e7c69321,person,80.999973,303.749894,141.74995,430.649849
1f388c69-e7c69321,person,268.649907,328.049885,326.699886,502.199824
1f388c69-e7c69321,person,666.899767,368.549871,684.449758,417.149854
1f388c69-e7c69321,person,912.599681,383.399866,939.599671,446.849844
1f388c69-e7c69321,person,1015.199645,394.199862,1032.749639,430.649848
1f388c69-e7c69321,person,992.249653,388.799864,1005.749648,431.999848
1f388c69-e7c69321,person,946.34967,390.149863,958.499665,417.149854
1f3b60bc-f8dde630,person,1184.709706,283.791829,1242.598931,445.343153
1f3b60bc-f8dde630,person,1252.022757,312.063311,1278.947977,430.534281
1f4012cc-e70ad321,person,601.417449,441.70493,616.390497,461.668996
1f4012cc-e70ad321,person,93.581553,471.651029,106.059094,497.853864
1f4012cc-e70ad321,person,102.315832,474.146536,109.802357,499.101617
1f4012cc-e70ad321,person,72.369734,467.907766,83.599521,500.349371
1f4012cc-e70ad321,person,1025.653823,390.547016,1080.555,507.835896
1f416cf1-82c7d143,person,1036.30042,286.263726,1080.135743,398.710863
1f477602-88a69ccc,person,752.395688,457.925734,781.094032,532.790977
1f5c7112-2a3a0923,person,455.62534,278.713472,466.114559,313.677529
1f5df9a3-0db0de34,person,899.419742,244.918422,922.093288,312.702633
1f5df9a3-0db0de34,person,949.051705,239.63037,973.014742,313.017171
1f5df9a3-0db0de34,person,1013.452368,259.100339,1044.903854,298.040274
1f5df9a3-0db0de34,person,934.074807,245.621128,952.047084,311.51948
1f5df9a3-0db0de34,person,946.056325,251.611889,958.037844,265.091097
1f5df9a3-0db0de34,person,344.84308,229.895386,352.331529,249.365354
1f5df9a3-0db0de34,person,334.359251,228.397698,343.34539,244.872286
1f5efe2c-4e865ff6,person,618.626989,205.070124,636.020677,247.019609
1f5efe2c-4e865ff6,person,707.641747,204.046965,717.87333,234.741708
1f5efe2c-4e865ff6,person,534.728017,212.23223,543.93644,236.788027
1f5efe2c-4e865ff6,person,572.58487,210.185913,584.862768,239.857504
1f5efe2c-4e865ff6,person,561.33013,214.278549,568.492238,236.788028
1f5efe2c-4e865ff6,person,524.496437,213.255389,533.704862,237.811186
1f5efe2c-4e865ff6,person,493.571497,216.90953,504.033274,242.926975
1f5efe2c-4e865ff6,person,449.80589,215.301705,468.222738,248.042766
1f5efe2c-4e865ff6,person,303.494275,255.14982,318.841647,275.668037
1f5efe2c-4e865ff6,person,1207.605684,182.601759,1245.462535,261.384939
1f5efe2c-4e865ff6,person,901.681392,194.879656,928.283503,257.292305
1f5efe2c-4e865ff6,person,891.449811,206.134396,903.727709,239.898615
1f5efe2c-4e865ff6,person,0.0,10.462488,202.731887,427.274701
1f697490-c4a2e9b5,person,334.412212,369.323376,346.355504,395.047392
1f697490-c4a2e9b5,person,320.631488,372.998235,332.574781,395.966107
1f697490-c4a2e9b5,person,755.183619,358.298797,771.720487,398.722252
1f864b3f-5c248257,person,807.881742,262.184212,823.22911,306.94737
1f864b3f-5c248257,person,108.554602,262.028349,124.775404,279.496906
1f94f3c2-a8832461,person,603.309847,326.041035,620.147647,350.532383
1f9c804c-ef23e3fe,person,433.416035,426.092969,455.897663,484.280712
1f9c804c-ef23e3fe,person,1209.428926,414.190934,1264.97177,541.146009
1fc49b4e-2b3994f9,person,1022.856323,385.08723,1046.481307,408.712213
1fc49b4e-2b3994f9,person,1125.793752,395.212223,1151.106235,428.962201
1fd0f6e8-b753ff87,person,16.310194,280.359124,69.208142,339.869315
1fe4bf46-a5a22ef8,person,31.927929,423.560249,78.274947,551.014549
1fe4bf46-a5a22ef8,person,116.897463,433.859587,160.669646,539.427795
1fe4bf46-a5a22ef8,person,70.550445,436.434421,114.322629,540.715212
1ffbc682-25c9e5d8,person,645.020673,380.413213,658.499881,429.836975
1ffbc682-25c9e5d8,person,601.587668,386.403972,615.066876,428.339287
1ffbc682-25c9e5d8,person,618.062256,387.901662,633.039154,425.343906
1ffbc682-25c9e5d8,person,633.039154,392.394731,646.518362,434.330046
1ffbc682-25c9e5d8,person,703.430575,390.897041,718.407474,429.836976
1ffbc682-25c9e5d8,person,284.077428,380.413213,294.561255,405.873938
1ffbc682-25c9e5d8,person,269.100529,386.403972,279.584358,407.371629
206046c4-fa93993f,person,0.701861,348.93269,45.251845,540.632623
20652cf8-bd6d23f4,person,429.402298,86.41116,439.891515,105.641391
20652cf8-c87e5ea4,person,222.981873,71.212446,239.85686,138.7124
20652cf8-c87e5ea4,person,155.481919,72.899945,185.856898,110.024919
20652cf8-ee0c6884,person,331.047269,95.395246,345.227644,113.442995
20652cf8-ee0c6884,person,423.864265,100.551745,432.88814,119.88862
20652cf8-ee0c6884,person,555.355009,95.395246,569.535384,116.021245
2069e404-c2e32c65,person,811.040128,286.98343,835.995209,334.398083
206c132d-47147c5c,person,942.916797,470.310366,962.816014,485.617457
206c132d-47147c5c,person,883.219142,470.310366,900.056943,497.863129
2072d9e8-64a5c42f,person,1050.274912,253.621184,1072.161004,321.854293
2074b19a-dc731abd,person,102.315832,398.03354,137.252945,481.633059
2074b19a-dc731abd,person,1105.510082,355.609902,1126.721901,408.015572
2074b19a-dc731abd,person,1024.406069,371.830705,1068.077461,416.74985
208501df-3feafa54,person,870.20911,314.35306,908.131066,434.106608
208f060f-18f29b6e,person,68.200568,271.857672,97.294439,344.59235
208f060f-18f29b6e,person,105.22913,279.792364,131.678104,345.914798
208f060f-18f29b6e,person,222.927065,282.437259,242.763795,324.755619
208f060f-18f29b6e,person,255.988283,283.759709,271.857666,324.755617
208f060f-18f29b6e,person,304.918886,287.538127,319.465821,298.117717
208f060f-18f29b6e,person,322.110718,283.570785,334.012757,298.11772
208f060f-18f29b6e,person,150.192388,270.346295,178.505811,296.795269
208f060f-18f29b6e,person,777.033079,271.857672,790.257566,314.176029
208f060f-18f29b6e,person,697.686148,270.346295,721.490226,333.823831
208f060f-18f29b6e,person,193.177523,269.592695,218.853017,355.788999
2095418c-53fe91c7,person,867.60643,391.837225,887.856416,435.712194
2095418c-53fe91c7,person,852.41894,388.462228,867.60643,442.462191
2095418c-53fe91c7,person,837.231451,388.462228,854.106438,428.962201
2095418c-53fe91c7,person,1137.606244,403.649717,1159.543729,445.837188
2095418c-53fe91c7,person,822.043961,393.524724,838.918948,428.962201
2095418c-53fe91c7,person,811.918968,388.462228,825.41896,415.462209
2095418c-53fe91c7,person,779.85649,390.149727,796.731477,422.212204
20a84049-c6d4f4a7,person,286.049663,282.209879,296.538881,310.181124
20f668d6-fe4e0e72,person,370.102861,251.430897,382.909188,287.288613
20f668d6-fe4e0e72,person,358.577165,256.553428,371.383493,284.727347
20f668d6-fe4e0e72,person,343.209573,259.114692,357.296533,287.288612
20f668d6-fe4e0e72,person,329.122612,251.430897,345.770837,291.130512
20f668d6-fe4e0e72,person,315.035653,251.430897,332.964511,288.569245
20f668d6-fe4e0e72,person,408.521843,252.711529,420.047538,265.517857
20f668d6-fe4e0e72,person,403.399312,253.992162,412.363741,268.079121
20f668d6-fe4e0e72,person,498.166134,255.272795,508.411196,274.482286
20f668d6-fe4e0e72,person,490.482338,256.553428,502.008031,273.201652
20f668d6-fe4e0e72,person,236.917056,251.430897,252.284649,280.88545
20f668d6-fe4e0e72,person,221.549463,251.430897,247.162116,309.05937
20f668d6-fe4e0e72,person,211.304401,250.150263,227.952627,297.533674
20f668d6-fe4e0e72,person,188.253012,255.272795,212.585035,306.498105
20f668d6-fe4e0e72,person,121.660109,250.150263,154.956561,320.585065
20f668d6-fe4e0e72,person,85.802393,253.992162,107.57315,307.778737
20f668d6-fe4e0e72,person,66.592902,250.150263,93.48619,320.585065
20f668d6-fe4e0e72,person,44.822147,255.272795,66.592903,314.181902
20f668d6-fe4e0e72,person,17.928858,252.711529,47.383411,318.0238
20f668d6-fe4e0e72,person,0.0,247.588999,14.08696,316.743166
20f668d6-fe4e0e72,person,799.968608,236.063304,814.055568,250.150263
20f668d6-fe4e0e72,person,819.178098,236.063304,828.142527,257.83406
20f668d6-fe4e0e72,person,833.26506,233.502039,846.071387,264.237224
20f668d6-fe4e0e72,person,840.948855,230.940773,862.719611,279.604816
20f668d6-fe4e0e72,person,858.877714,230.940773,878.087205,277.043552
20f668d6-fe4e0e72,person,878.087205,229.660141,894.735429,273.201652
20f668d6-fe4e0e72,person,880.648471,224.537609,906.261124,300.094941
20f668d6-fe4e0e72,person,901.138593,227.098875,926.751248,300.094941
20f668d6-fe4e0e72,person,922.90935,227.098875,948.522005,298.814308
20f668d6-fe4e0e72,person,935.715679,228.379508,954.925169,292.411144
20f668d6-fe4e0e72,person,948.522005,223.256978,976.695924,297.533676
20f668d6-fe4e0e72,person,952.363903,229.660141,974.134659,294.972411
20f668d6-fe4e0e72,person,967.731496,223.256978,986.940987,282.166084
20f668d6-fe4e0e72,person,1240.506268,198.924955,1266.118922,309.05937
20f668d6-fe4e0e72,person,1241.786901,207.889384,1280.0,307.778737
20f668d6-fe4e0e72,person,759.15907,239.478321,775.807294,254.845914
210b3770-5fa357b4,person,1012.73133,148.837393,1024.543822,177.524872
210b3770-5fa357b4,person,1004.293836,148.837393,1016.106329,179.21237
21160064-512c7e2e,person,1175.849588,207.899926,1229.849571,321.299889
21160064-512c7e2e,person,994.949652,211.949926,1028.699639,307.799893
21160064-512c7e2e,person,953.099666,211.949926,984.149657,310.499891
21160064-512c7e2e,person,1062.449628,213.299925,1097.549616,305.099893
21160064-512c7e2e,person,854.549701,211.949926,899.099684,301.049895
21160064-512c7e2e,person,812.699716,221.399923,842.399704,294.299896
21160064-512c7e2e,person,792.449723,207.899926,818.099714,292.949896
21160064-512c7e2e,person,971.999661,202.499929,1005.749648,288.899899
21160064-512c7e2e,person,895.049687,197.099931,911.249681,249.749914
212fc4df-8a550c73,person,0.0,388.800109,18.368509,428.598545
212fc4df-8a550c73,person,19.899218,381.146562,45.921272,436.252089
212fc4df-8a550c73,person,1227.191343,323.416964,1271.581907,413.7288
212fc4df-8a550c73,person,1248.62127,329.5398,1277.704742,407.605963
212fc4df-8a550c73,person,1150.655889,312.702,1222.599215,441.281562
212fc4df-8a550c73,person,907.273144,343.316182,940.948744,386.176036
212fc4df-8a550c73,person,960.847961,346.377601,1009.830652,468.834328
212fc4df-8a550c73,person,991.462144,354.031144,1038.914126,488.733544
212fc4df-8a550c73,person,1023.607034,349.439018,1078.712562,471.895746
2142b966-eeddb50f,person,951.839933,305.27998,976.679931,367.919975
214a9dbc-ff465021,person,58.80682,442.652288,80.181815,507.902281
